City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Qaanaaq,77.484,-69.3632,-1.28,98,100,8.39,GL,2022-02-14 18:31:36
Kavieng,-2.5744,150.7967,82.27,75,72,7.61,PG,2022-02-14 18:31:37
Waipawa,-41.4122,175.5153,51.46,82,15,1.16,NZ,2022-02-14 18:31:37
Lavumisa,-27.31,31.892,72.27,79,1,8.25,SZ,2022-02-14 18:31:38
New Norfolk,-42.7826,147.0587,60.66,80,100,1.79,AU,2022-02-14 18:31:39
Punta Arenas,-53.15,-70.9167,53.71,47,75,12.66,CL,2022-02-14 18:28:38
Aklavik,68.2191,-135.0107,-23.8,76,75,4.61,CA,2022-02-14 18:31:40
Sinnamary,5.3833,-52.95,79.11,88,89,11.45,GF,2022-02-14 18:31:41
Batsfjord,70.6345,29.7185,33.73,100,100,35.68,NO,2022-02-14 18:31:41
Thompson,55.7435,-97.8558,-16.44,63,0,4.61,CA,2022-02-14 18:31:42
Tasiilaq,65.6145,-37.6368,26.76,69,100,49.35,GL,2022-02-14 18:31:43
Beloha,-25.1667,45.05,77.76,68,0,4.59,MG,2022-02-14 18:31:43
Porto Santo,33.072,-16.3415,63.3,63,40,10.36,PT,2022-02-14 18:31:44
Carutapera,-1.195,-46.02,78.49,91,100,7.18,BR,2022-02-14 18:31:44
Clyde River,70.4692,-68.5914,-10.97,77,100,20.71,CA,2022-02-14 18:31:45
Sur,22.5667,59.5289,70.66,67,39,11.65,OM,2022-02-14 18:31:46
Longyearbyen,78.2186,15.6401,15.64,92,75,8.05,SJ,2022-02-14 18:31:46
Jos,9.9167,8.9,72.54,14,58,5.53,NG,2022-02-14 18:31:47
Bandarbeyla,9.4942,50.8122,75.83,69,89,19.64,SO,2022-02-14 18:31:47
Guerrero Negro,27.9769,-114.0611,78.6,22,0,6.53,MX,2022-02-14 18:31:48
Turukhansk,65.8167,87.9833,-9.13,81,0,11.12,RU,2022-02-14 18:31:49
Singkawang,0.9,109.0,76.6,92,100,2.55,ID,2022-02-14 18:31:49
Puerto Ayora,-0.7393,-90.3518,84.16,89,97,5.01,EC,2022-02-14 18:31:50
Yeppoon,-23.1333,150.7333,73.18,84,97,20.36,AU,2022-02-14 18:31:51
Hobart,-42.8794,147.3294,61.02,92,100,9.22,AU,2022-02-14 18:30:10
Vaini,-21.2,-175.2,75.36,94,20,4.61,TO,2022-02-14 18:31:52
Sistranda,63.7256,8.834,29.89,62,100,28.16,NO,2022-02-14 18:31:53
Dryden,49.7833,-92.7503,-0.11,65,0,6.91,CA,2022-02-14 18:31:53
Cockburn Town,21.4612,-71.1419,78.31,76,23,10.69,TC,2022-02-14 18:31:54
Santa Cruz,-17.8,-63.1667,89.65,48,75,6.91,BO,2022-02-14 18:29:20
Yellowknife,62.456,-114.3525,-9.58,85,75,6.91,CA,2022-02-14 18:30:52
Baykit,61.67,96.37,-21.84,100,84,3.85,RU,2022-02-14 18:32:56
Sola,-13.8833,167.55,81.64,75,99,15.1,VU,2022-02-14 18:32:57
Sabha,27.0377,14.4283,59.05,23,0,10.89,LY,2022-02-14 18:32:58
Vigrestad,58.5667,5.7,39.0,96,100,10.51,NO,2022-02-14 18:32:59
Hithadhoo,-0.6,73.0833,82.27,71,92,11.3,MV,2022-02-14 18:33:00
Portland,45.5234,-122.6762,48.9,89,75,12.66,US,2022-02-14 18:32:01
Narsaq,60.9167,-46.05,14.22,66,63,17.85,GL,2022-02-14 18:33:01
Esperance,-33.8667,121.9,64.24,77,24,11.52,AU,2022-02-14 18:33:01
Port Macquarie,-31.4333,152.9167,66.09,100,40,0.0,AU,2022-02-14 18:32:45
Mugumu,-1.85,34.7,61.34,88,100,2.51,TZ,2022-02-14 18:33:02
Tarbes,43.25,0.1667,44.26,93,75,11.5,FR,2022-02-14 18:33:03
Quang Ngai,15.1167,108.8,70.41,93,100,5.1,VN,2022-02-14 18:33:04
Atuona,-9.8,-139.0333,78.91,66,8,16.35,PF,2022-02-14 18:33:05
Trinidad,-14.8333,-64.9,87.78,62,40,5.75,BO,2022-02-14 18:33:05
Georgetown,5.4112,100.3354,78.73,97,40,4.61,MY,2022-02-14 18:33:06
Salalah,17.0151,54.0924,77.09,18,0,8.05,OM,2022-02-14 18:32:22
Manokwari,-0.8667,134.0833,76.87,84,100,3.96,ID,2022-02-14 18:33:07
Fayaoue,-20.65,166.5333,81.27,81,12,17.2,NC,2022-02-14 18:33:07
Smoky Lake,54.1169,-112.4686,19.49,86,100,9.22,CA,2022-02-14 18:30:25
Tandalti,13.0167,31.8667,74.05,17,0,12.26,SD,2022-02-14 18:33:09
Strezhevoy,60.7333,77.5889,-4.02,96,100,5.7,RU,2022-02-14 18:33:09
Luwuk,-0.9516,122.7875,76.87,85,65,2.75,ID,2022-02-14 18:33:10
Grand-Lahou,5.1367,-5.0242,80.35,81,9,7.94,CI,2022-02-14 18:33:11
Sorland,67.667,12.6934,33.66,54,97,17.05,NO,2022-02-14 18:33:12
Tuktoyaktuk,69.4541,-133.0374,-29.2,75,20,11.5,CA,2022-02-14 18:33:13
Mahebourg,-20.4081,57.7,82.26,89,40,11.5,MU,2022-02-14 18:30:27
Ciudad Bolivar,8.1222,-63.5497,90.93,36,96,9.69,VE,2022-02-14 18:33:14
Inta,66.0317,60.1659,-7.13,98,12,4.12,RU,2022-02-14 18:33:15
Cape Town,-33.9258,18.4232,77.27,60,0,10.36,ZA,2022-02-14 18:32:39
Nagua,19.3832,-69.8474,82.45,74,40,17.27,DO,2022-02-14 18:33:16
Miranda,3.2499,-76.2281,80.73,70,100,2.55,CO,2022-02-14 18:33:17
Camacha,33.0833,-16.3333,60.22,63,40,10.36,PT,2022-02-14 18:33:18
Igrim,63.1906,64.4162,-14.06,100,90,0.43,RU,2022-02-14 18:33:18
Lavrentiya,65.5833,-171.0,-18.26,95,34,7.7,RU,2022-02-14 18:33:19
Severo-Kurilsk,50.6789,156.125,25.07,79,100,6.73,RU,2022-02-14 18:33:20
Kaitangata,-46.2817,169.8464,50.32,80,100,4.0,NZ,2022-02-14 18:33:20
Roma,43.2128,-75.4557,16.66,49,0,16.11,US,2022-02-14 18:32:02
Labuhan,-6.8844,112.2051,76.73,89,91,8.05,ID,2022-02-14 18:33:21
Sao Filipe,14.8961,-24.4956,73.69,65,100,10.89,CV,2022-02-14 18:33:22
Venado Tuerto,-33.7456,-61.9688,86.9,21,0,6.85,AR,2022-02-14 18:30:03
Bellegarde-Sur-Valserine,46.1079,5.8242,42.91,99,100,1.41,FR,2022-02-14 18:33:23
Matsusaka,34.5667,136.5333,44.49,87,2,3.24,JP,2022-02-14 18:33:24
Kabale,-1.2486,29.9899,62.38,71,100,2.24,UG,2022-02-14 18:34:25
Hit,33.6416,42.8251,58.87,28,0,6.38,IQ,2022-02-14 18:34:25
Carnarvon,-24.8667,113.6333,80.67,78,6,9.22,AU,2022-02-14 18:34:26
Hamilton,39.1834,-84.5333,28.6,62,75,5.75,US,2022-02-14 18:34:05
Olafsvik,64.8945,-23.7142,36.68,70,100,28.86,IS,2022-02-14 18:34:28
Broome,42.2506,-75.833,18.68,64,100,13.8,US,2022-02-14 18:33:26
Douglas,41.3,-96.167,37.98,48,0,13.8,US,2022-02-14 18:34:29
Shelburne,44.0787,-80.2041,11.12,69,100,8.81,CA,2022-02-14 18:34:30
Gushikawa,26.3544,127.8686,61.83,82,40,8.05,JP,2022-02-14 18:34:30
Bilma,18.6853,12.9164,73.9,10,1,7.76,NE,2022-02-14 18:34:31
Xique-Xique,-10.8218,-42.7263,83.55,58,20,1.5,BR,2022-02-14 18:34:32
Chicama,-7.8447,-79.1469,70.34,53,95,12.15,PE,2022-02-14 18:34:33
Port-Cartier,50.0334,-66.8654,4.75,67,100,4.47,CA,2022-02-14 18:34:33
San Giovanni In Fiore,39.2633,16.6996,43.23,73,100,3.98,IT,2022-02-14 18:34:34
Nanortalik,60.1432,-45.2371,15.01,67,63,43.93,GL,2022-02-14 18:34:35
Lebu,-37.6167,-73.65,64.94,72,1,9.35,CL,2022-02-14 18:31:07
Avera,33.194,-82.5271,55.29,30,0,12.75,US,2022-02-14 18:34:36
Comodoro Rivadavia,-45.8667,-67.5,80.46,21,0,19.57,AR,2022-02-14 18:34:37
Naze,28.3667,129.4833,55.36,67,0,10.58,JP,2022-02-14 18:34:37
Seoul,37.5683,126.9778,29.71,63,75,10.36,KR,2022-02-14 18:33:13
Port Antonio,18.18,-76.4612,87.71,56,14,4.14,JM,2022-02-14 18:34:39
Beira,-19.8436,34.8389,82.49,83,40,17.27,MZ,2022-02-14 18:34:40
Nouakchott,18.0858,-15.9785,84.13,25,100,12.35,MR,2022-02-14 18:34:40
Fortuna,40.5982,-124.1573,50.94,93,100,0.0,US,2022-02-14 18:33:45
Garmsar,35.2182,52.3409,47.8,45,3,5.91,IR,2022-02-14 18:34:41
Umea,63.8284,20.2597,17.91,93,0,4.61,SE,2022-02-14 18:34:42
Dudinka,69.4058,86.1778,-17.5,97,43,4.94,RU,2022-02-14 18:34:43
Souillac,-20.5167,57.5167,82.36,89,40,11.5,MU,2022-02-14 18:34:20
Wajir,1.7471,40.0573,87.76,45,0,0.0,KE,2022-02-14 18:34:44
Bethel,41.3712,-73.414,24.1,45,0,17.27,US,2022-02-14 18:34:45
Vila Franca Do Campo,37.7167,-25.4333,64.2,68,76,2.86,PT,2022-02-14 18:33:22
Viedma,-40.8135,-62.9967,75.33,56,5,20.02,AR,2022-02-14 18:30:26
Gabu,12.2833,-14.2167,89.11,11,8,4.76,GW,2022-02-14 18:34:47
Beringovskiy,63.05,179.3167,-20.4,96,100,13.04,RU,2022-02-14 18:33:37
Cayenne,4.9333,-52.3333,80.1,90,100,6.91,GF,2022-02-14 18:30:05
Codrington,-38.2667,141.9667,55.62,86,1,9.22,AU,2022-02-14 18:34:49
Kodiak,57.79,-152.4072,36.91,81,100,16.11,US,2022-02-14 18:34:50
Heyang,26.1011,107.473,44.42,91,99,3.36,CN,2022-02-14 18:34:50
Norman Wells,65.282,-126.8329,-16.56,69,75,20.71,CA,2022-02-14 18:34:01
Ribeira Grande,38.5167,-28.7,63.0,77,40,4.61,PT,2022-02-14 18:34:51
Alice Springs,-23.7,133.8833,72.95,78,21,0.0,AU,2022-02-14 18:30:12
Mosetse,-20.75,26.65,77.79,36,0,16.37,BW,2022-02-14 18:34:53
Saskylakh,71.9167,114.0833,-17.99,90,96,4.03,RU,2022-02-14 18:34:53
Cabo San Lucas,22.8909,-109.9124,89.62,49,0,6.91,MX,2022-02-14 18:34:54
Neuquen,-38.9516,-68.0591,94.89,17,0,11.5,AR,2022-02-14 18:32:47
Sangar,63.9242,127.4739,-35.95,99,37,2.53,RU,2022-02-14 18:35:55
Port Lincoln,-34.7333,135.8667,63.79,81,100,14.61,AU,2022-02-14 18:32:30
Kovdor,67.5662,30.4758,18.05,83,7,12.37,RU,2022-02-14 18:35:56
Grindavik,63.8424,-22.4338,36.07,87,100,42.57,IS,2022-02-14 18:35:58
Ostersund,63.1792,14.6357,19.85,79,100,2.3,SE,2022-02-14 18:32:59
Vorukh,39.8494,70.5838,26.17,77,77,6.49,TJ,2022-02-14 18:36:00
Smithers,54.7804,-127.1743,34.12,93,75,3.44,CA,2022-02-14 18:36:00
Ajaccio,42.0,8.9167,50.05,71,75,2.3,FR,2022-02-14 18:36:01
Alofi,-19.0595,-169.9187,73.29,94,75,5.75,NU,2022-02-14 18:36:02
Gold Coast,-28.0,153.4333,69.01,89,100,6.91,AU,2022-02-14 18:34:39
Kanniyakumari,8.0833,77.5667,77.86,79,62,16.13,IN,2022-02-14 18:36:03
Tura,25.5198,90.2201,56.98,53,0,3.29,IN,2022-02-14 18:36:03
Shingu,33.7333,135.9833,40.91,79,16,3.49,JP,2022-02-14 18:36:04
Odweyne,9.4092,45.064,65.91,50,3,10.83,SO,2022-02-14 18:36:05
Nishihara,26.1842,127.7558,61.88,71,75,11.5,JP,2022-02-14 18:36:05
Nemuro,43.3236,145.575,23.18,76,70,12.73,JP,2022-02-14 18:36:06
Mwanza,-2.5167,32.9,69.49,81,99,10.54,TZ,2022-02-14 18:33:19
Mchinji,-13.7984,32.8802,63.97,99,100,3.22,MW,2022-02-14 18:36:07
Lakes Entrance,-37.8811,147.981,63.16,89,18,8.37,AU,2022-02-14 18:36:08
Victoria,22.2855,114.1577,62.65,84,100,13.0,HK,2022-02-14 18:32:32
Puerto Carreno,6.189,-67.4859,94.98,38,40,10.36,CO,2022-02-14 18:36:09
Turmalina,-17.2856,-42.73,78.89,76,92,1.19,BR,2022-02-14 18:36:09
Geraldton,-28.7667,114.6,79.21,69,0,9.22,AU,2022-02-14 18:31:13
Christchurch,-43.5333,172.6333,56.95,91,100,4.0,NZ,2022-02-14 18:36:11
Ahipara,-35.1667,173.1667,59.9,79,3,4.54,NZ,2022-02-14 18:36:12
Nioro,13.35,-15.75,89.53,10,11,7.43,GM,2022-02-14 18:36:13
Port Alfred,-33.5906,26.891,70.23,79,100,23.26,ZA,2022-02-14 18:34:12
Karpogory,64.0019,44.4451,27.25,94,100,8.9,RU,2022-02-14 18:36:14
Imbituba,-28.24,-48.6703,81.82,71,61,9.57,BR,2022-02-14 18:36:15
Saldanha,-33.0117,17.9442,86.05,72,0,4.52,ZA,2022-02-14 18:33:06
Khani,41.9563,42.9566,36.97,88,100,4.18,GE,2022-02-14 18:36:16
Poum,-20.2333,164.0167,80.55,81,100,15.66,NC,2022-02-14 18:36:17
Zhelyabovka,45.3988,34.7578,35.06,82,69,5.41,UA,2022-02-14 18:36:18
Beloyarskiy,63.7119,66.6722,-15.65,100,98,1.95,RU,2022-02-14 18:36:19
San Ignacio,17.1561,-89.0714,77.14,61,40,9.22,BZ,2022-02-14 18:36:20
Pare,-7.7679,112.198,73.38,95,100,6.67,ID,2022-02-14 18:36:21
Palmer,42.1584,-72.3287,22.64,41,20,14.97,US,2022-02-14 18:36:22
Ponta Delgada,37.7333,-25.6667,61.52,59,20,5.75,PT,2022-02-14 18:36:23
Kruisfontein,-34.0033,24.7314,66.78,76,93,17.27,ZA,2022-02-14 18:36:24
Coahuayana,18.7333,-103.6833,94.48,37,72,7.72,MX,2022-02-14 18:35:28
Loja,-3.9931,-79.2042,69.21,57,75,2.3,EC,2022-02-14 18:36:25
Manzil Salim,35.8567,8.4765,57.2,47,100,4.68,TN,2022-02-14 18:36:25
Tazovskiy,67.4667,78.7,-13.38,99,76,9.93,RU,2022-02-14 18:32:57
Calabaca,14.3001,122.4336,73.85,88,100,6.26,PH,2022-02-14 18:36:26
Shache,38.4167,77.2406,28.71,43,9,2.01,CN,2022-02-14 18:36:27
Alugan,12.2188,125.4808,77.02,79,100,6.82,PH,2022-02-14 18:36:28
Svetlogorsk,52.6333,29.7333,28.8,79,3,10.76,BY,2022-02-14 18:36:28
Phalaborwa,-23.943,31.1411,79.88,71,7,16.96,ZA,2022-02-14 18:36:29
San Cristobal,7.7669,-72.225,77.18,43,100,2.37,VE,2022-02-14 18:35:36
Leningradskiy,69.3833,178.4167,-20.87,90,45,5.73,RU,2022-02-14 18:37:30
Mehamn,71.0357,27.8492,33.71,89,100,41.38,NO,2022-02-14 18:37:31
Tikaitnagar,26.95,81.5833,55.42,62,0,3.24,IN,2022-02-14 18:37:32
Faanui,-16.4833,-151.75,80.42,78,100,18.61,PF,2022-02-14 18:37:33
Providence,41.824,-71.4128,24.85,49,75,11.5,US,2022-02-14 18:36:14
Manitouwadge,49.1215,-85.8403,5.72,74,100,7.0,CA,2022-02-14 18:37:35
Kashiwazaki,37.3667,138.55,24.89,79,91,5.14,JP,2022-02-14 18:37:36
Srednekolymsk,67.45,153.6833,-33.09,99,34,6.29,RU,2022-02-14 18:37:36
Tiksi,71.6872,128.8694,-15.86,93,4,4.23,RU,2022-02-14 18:33:01
Zapolyarnyy,69.4154,30.8136,27.68,78,100,38.14,RU,2022-02-14 18:37:38
Gushi,34.6425,109.5843,38.89,62,0,1.81,CN,2022-02-14 18:37:38
Dubbo,-32.25,148.6167,64.53,82,0,10.36,AU,2022-02-14 18:37:39
Metlaltoyuca,20.7333,-97.85,62.33,55,93,6.06,MX,2022-02-14 18:37:39
Erzin,36.9559,36.2,50.72,83,1,3.18,TR,2022-02-14 18:37:40
Phayao,19.25,100.25,67.5,77,50,2.62,TH,2022-02-14 18:37:41
Serenje,-13.2325,30.2352,61.74,98,100,2.68,ZM,2022-02-14 18:37:41
Adrar,20.5022,-10.0711,67.69,16,100,10.31,MR,2022-02-14 18:35:33
Fairmont,39.4851,-80.1426,25.38,51,100,4.0,US,2022-02-14 18:37:43
Ancud,-41.8697,-73.8203,76.23,61,9,10.36,CL,2022-02-14 18:37:43
Bud,39.447,-86.1758,29.68,59,8,5.46,US,2022-02-14 18:37:44
East London,-33.0153,27.9116,68.94,83,75,9.22,ZA,2022-02-14 18:37:44
Axim,4.8699,-2.2405,78.42,83,100,4.18,GH,2022-02-14 18:34:54
Pereleshino,51.7376,40.1388,28.18,89,98,11.21,RU,2022-02-14 18:37:45
Dubovyy Umet,52.9763,50.2857,22.89,91,100,10.76,RU,2022-02-14 18:37:46
Eureka,40.8021,-124.1637,51.21,82,100,1.99,US,2022-02-14 18:36:12
Ziro,27.6333,93.8333,33.66,65,1,2.86,IN,2022-02-14 18:37:47
Yerbogachen,61.2767,108.0108,-9.11,99,100,2.55,RU,2022-02-14 18:37:48
Fenyi,27.8112,114.6681,40.53,92,0,1.45,CN,2022-02-14 18:37:49
Oistins,13.0667,-59.5333,84.29,58,40,17.27,BB,2022-02-14 18:37:50
Marzuq,14.4,46.4667,60.78,36,3,1.74,YE,2022-02-14 18:37:50
Wewak,-3.5534,143.6268,77.07,92,100,5.39,PG,2022-02-14 18:37:51
Jinchang,38.4953,102.1739,23.31,59,6,4.34,CN,2022-02-14 18:37:52
Jiayuguan,39.8167,98.3,25.43,40,1,2.33,CN,2022-02-14 18:37:52
Saint George,37.1041,-113.5841,68.34,25,0,3.44,US,2022-02-14 18:34:55
West Bay,19.3667,-81.4167,77.07,86,75,13.8,KY,2022-02-14 18:37:54
Quatre Cocos,-20.2078,57.7625,82.09,88,35,12.24,MU,2022-02-14 18:33:47
Ipixuna,-1.7625,-48.8043,76.95,80,56,6.51,BR,2022-02-14 18:37:56
Nardaran,40.5561,50.0056,44.24,65,100,13.8,AZ,2022-02-14 18:37:56
Marietta,33.9526,-84.5499,54.14,37,0,12.66,US,2022-02-14 18:33:14
Port Blair,11.6667,92.75,75.24,88,20,1.14,IN,2022-02-14 18:37:57
Katangli,51.7102,143.2326,-11.87,98,76,8.32,RU,2022-02-14 18:37:58
Calamar,10.2511,-74.9146,89.55,28,98,5.48,CO,2022-02-14 18:37:59
Constantine,36.365,6.6147,49.41,53,40,6.91,DZ,2022-02-14 18:35:17
Penzance,50.1186,-5.5371,47.41,72,4,24.27,GB,2022-02-14 18:39:00
Troitskoye,52.9821,84.6757,19.99,86,100,8.12,RU,2022-02-14 18:39:01
Kattivakkam,13.2167,80.3167,79.07,75,100,9.19,IN,2022-02-14 18:39:01
Tikapur,28.5,81.1333,58.03,79,0,3.06,NP,2022-02-14 18:39:02
Kulhudhuffushi,6.6221,73.07,81.41,68,84,2.37,MV,2022-02-14 18:39:03
Krasnoselkup,65.7,82.4667,-7.83,93,7,13.15,RU,2022-02-14 18:35:12
Katsuura,35.1333,140.3,37.51,68,83,5.99,JP,2022-02-14 18:39:04
Mitchell,43.7094,-98.0298,21.74,54,0,5.75,US,2022-02-14 18:39:04
Kinsale,51.7075,-8.5306,45.77,70,75,8.05,IE,2022-02-14 18:39:05
Gimli,50.6336,-96.9907,5.43,60,100,4.61,CA,2022-02-14 18:39:06
Kargopol,61.5071,38.9456,31.33,98,100,8.1,RU,2022-02-14 18:39:06
Amahai,-3.3333,128.9167,77.04,84,98,2.53,ID,2022-02-14 18:39:07
Tezu,27.9167,96.1667,55.85,40,0,5.03,IN,2022-02-14 18:39:08
Isangel,-19.55,169.2667,75.31,94,40,0.0,VU,2022-02-14 18:39:08
La Macarena,2.1837,-73.7849,96.75,29,78,6.46,CO,2022-02-14 18:39:09
Kirkenaer,60.4564,12.0582,33.28,95,100,11.88,NO,2022-02-14 18:39:09
Darhan,49.4867,105.9228,-20.15,100,75,2.86,MN,2022-02-14 18:39:11
Krasnokamensk,50.0979,118.0369,-13.04,99,99,3.02,RU,2022-02-14 18:39:11
Kinkala,-4.3614,14.7644,84.51,94,59,2.77,CG,2022-02-14 18:39:12
Gampengrejo,-7.7667,112.0167,74.48,95,100,10.4,ID,2022-02-14 18:39:13
Asau,46.4333,26.4,30.76,81,74,3.53,RO,2022-02-14 18:35:13
Perpignan,42.75,2.75,48.99,66,75,5.75,FR,2022-02-14 18:39:14
Kilimatinde,-5.85,34.95,64.15,96,96,1.52,TZ,2022-02-14 18:39:14
Pitimbu,-7.4706,-34.8086,88.39,61,98,11.41,BR,2022-02-14 18:39:15
Phalodi,27.1333,72.3667,68.88,19,0,5.77,IN,2022-02-14 18:39:16
Campos Altos,-19.6961,-46.1714,76.53,74,49,4.85,BR,2022-02-14 18:39:16
Cherskiy,68.75,161.3,-29.99,100,98,5.61,RU,2022-02-14 18:39:17
Karratha,-20.7377,116.8463,90.0,46,0,16.93,AU,2022-02-14 18:39:18
Kamaishi,39.2667,141.8833,32.79,77,100,4.14,JP,2022-02-14 18:39:18
Sayyan,15.1718,44.3244,54.45,44,7,1.7,YE,2022-02-14 18:39:19
San Lorenzo De El Escorial,40.5914,-4.1474,43.88,71,30,15.37,ES,2022-02-14 18:39:20
Lorengau,-2.0226,147.2712,79.61,82,68,2.91,PG,2022-02-14 18:39:20
Qaqortoq,60.7167,-46.0333,14.5,56,9,37.51,GL,2022-02-14 18:39:21
Luganville,-15.5333,167.1667,79.88,84,73,8.03,VU,2022-02-14 18:39:22
Giyani,-23.3025,30.7187,80.47,55,99,17.6,ZA,2022-02-14 18:39:22
